
94108,108_20150417,04/17/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94108,108_20150417,04/17/2015 12:00:00 AM,Routine - Unscheduled,Low Risk
94103,2134_20161109,11/09/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94134,76615_20160504,05/04/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94109,36673_20160901,09/01/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94121,547_20160412,04/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,70137_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,86271_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94108,917_20160902,09/02/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94133,58673_20160412,04/12/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94107,76223_20160814,08/14/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94118,2544_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94121,5829_20160412,04/12/2016 12:00:00 AM,Routine - Unscheduled,
94131,60544_20160929,09/29/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,3241_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94118,69762_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94103,67985_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,33198_20160812,08/12/2016 12:00:00 AM,Reinspection/Followup,
94103,81680_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94134,3862_20170104,01/04/2017 12:00:00 AM,Complaint,High Risk
94134,76615_20160504,05/04/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94122,4960_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94104,140_20160414,04/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,286_20160607,06/07/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94110,1753_20160607,06/07/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94107,5486_20160814,08/14/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,1031_20160922,09/22/2016 12:00:00 AM,Reinspection/Followup,
94105,87624_20160722,07/22/2016 12:00:00 AM,New Construction,
94104,3550_20160405,04/05/2016 12:00:00 AM,Complaint,Low Risk
94112,77484_20160329,03/29/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,69181_20160330,03/30/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94112,7689_20160811,08/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,33700_20141117,11/17/2014 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,68764_20160502,05/02/2016 12:00:00 AM,Routine - Unscheduled,
94133,85714_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,86997_20160509,05/09/2016 12:00:00 AM,New Ownership,
94104,3006_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,58628_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,5913_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,37732_20160907,09/07/2016 12:00:00 AM,Reinspection/Followup,
94118,2755_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94110,68058_20160505,05/05/2016 12:00:00 AM,Routine - Unscheduled,
94122,2292_20160414,04/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94134,18728_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94133,59727_20160812,08/12/2016 12:00:00 AM,Reinspection/Followup,
94118,85655_20161205,12/05/2016 12:00:00 AM,Complaint,
94133,35852_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,134_20150806,08/06/2015 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,75465_20160113,01/13/2016 12:00:00 AM,Routine - Unscheduled,
94102,74358_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94123,77580_20160801,08/01/2016 12:00:00 AM,New Construction,
94129,77759_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94122,3241_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,65487_20160930,09/30/2016 12:00:00 AM,Reinspection/Followup,
94112,82105_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94132,68944_20160509,05/09/2016 12:00:00 AM,Routine - Unscheduled,
94111,80592_20151201,12/01/2015 12:00:00 AM,Routine - Unscheduled,
94102,62064_20160411,04/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,77564_20160503,05/03/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94103,13814_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94124,87260_20160527,05/27/2016 12:00:00 AM,New Construction,
94111,75681_20160608,06/08/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94109,65873_20160815,08/15/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94107,82036_20160814,08/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,4960_20160414,04/14/2016 12:00:00 AM,Reinspection/Followup,
94133,86180_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94121,66990_20160601,06/01/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,69282_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,79782_20160503,05/03/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,85350_20160505,05/05/2016 12:00:00 AM,Routine - Unscheduled,
94133,75523_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94112,85609_20161021,10/21/2016 12:00:00 AM,Reinspection/Followup,
94118,72120_20160412,04/12/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94124,86868_20160728,07/28/2016 12:00:00 AM,New Construction,
94107,35855_20170105,01/05/2017 12:00:00 AM,Routine - Unscheduled,High Risk
94134,3862_20170104,01/04/2017 12:00:00 AM,Complaint,Moderate Risk
94122,24279_20160815,08/15/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94108,80081_20170104,01/04/2017 12:00:00 AM,Routine - Unscheduled,Low Risk
94132,3253_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94115,82945_20160927,09/27/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,38929_20160114,01/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,58850_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94131,39888_20160929,09/29/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94122,1970_20161207,12/07/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94116,86189_20160404,04/04/2016 12:00:00 AM,New Ownership,Moderate Risk
94110,62735_20161107,11/07/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94132,4685_20161203,12/03/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94134,18728_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94134,76615_20160504,05/04/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94111,64380_20160414,04/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94104,3550_20160405,04/05/2016 12:00:00 AM,Complaint,Moderate Risk
94122,87951_20160714,07/14/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,84573_20160412,04/12/2016 12:00:00 AM,Reinspection/Followup,
94114,86549_20160328,03/28/2016 12:00:00 AM,Routine - Unscheduled,
94109,77031_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94133,37389_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,32736_20160907,09/07/2016 12:00:00 AM,Reinspection/Followup,
94110,1632_20160810,08/10/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,38379_20161205,12/05/2016 12:00:00 AM,Complaint,
94133,7496_20160518,05/18/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,77031_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,1833_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94107,86590_20160923,09/23/2016 12:00:00 AM,Reinspection/Followup,
94110,1005_20160502,05/02/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94122,75123_20161206,12/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,2110_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94124,81758_20160404,04/04/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,64805_20170105,01/05/2017 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,999_20160503,05/03/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94107,88381_20160719,07/19/2016 12:00:00 AM,Non-inspection site visit,
94103,5268_20160815,08/15/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94130,79829_20161207,12/07/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94122,69282_20160414,04/14/2016 12:00:00 AM,Reinspection/Followup,
94111,38179_20160517,05/17/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94109,36673_20160901,09/01/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94115,73_20160927,09/27/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94124,198_20150206,02/06/2015 12:00:00 AM,Routine - Unscheduled,Low Risk
94124,198_20150206,02/06/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94121,17947_20160510,05/10/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,4874_20160502,05/02/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94103,66255_20161206,12/06/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94115,83553_20160928,09/28/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94133,2943_20160510,05/10/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94107,5626_20150419,04/19/2015 12:00:00 AM,Routine - Unscheduled,
94104,140_20160414,04/14/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94109,6654_20160121,01/21/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94116,60518_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,79753_20161014,10/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94130,79829_20161207,12/07/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94103,82009_20160309,03/09/2016 12:00:00 AM,Reinspection/Followup,
94103,67985_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94123,66999_20160607,06/07/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94131,1641_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94123,32862_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94115,88433_20161118,11/18/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94123,74922_20160430,04/30/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94129,77759_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94134,78756_20160519,05/19/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94115,62900_20161017,10/17/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94105,39053_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94118,70225_20160223,02/23/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94132,72159_20160617,06/17/2016 12:00:00 AM,New Construction,
94131,5033_20170104,01/04/2017 12:00:00 AM,Routine - Unscheduled,Low Risk
94103,34181_20170228,02/28/2017 12:00:00 AM,Routine - Unscheduled,High Risk
94134,84394_20160907,09/07/2016 12:00:00 AM,Reinspection/Followup,
94118,86233_20161002,10/02/2016 12:00:00 AM,Routine - Unscheduled,
94103,68254_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94112,76906_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94127,38798_20160518,05/18/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,62064_20160412,04/12/2016 12:00:00 AM,Reinspection/Followup,
94109,69752_20151223,12/23/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94132,60555_20160518,05/18/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,1843_20160216,02/16/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94133,3429_20161202,12/02/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,59153_20161020,10/20/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,37462_20160520,05/20/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,33700_20160502,05/02/2016 12:00:00 AM,Reinspection/Followup,
94109,6863_20160328,03/28/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94118,86150_20160307,03/07/2016 12:00:00 AM,New Ownership,
94133,37389_20160607,06/07/2016 12:00:00 AM,Reinspection/Followup,
94127,88340_20160811,08/11/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,999_20160503,05/03/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94134,87700_20160726,07/26/2016 12:00:00 AM,New Construction,
94107,70459_20151202,12/02/2015 12:00:00 AM,Routine - Unscheduled,Low Risk
94108,67743_20161019,10/19/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94114,5813_20160502,05/02/2016 12:00:00 AM,Routine - Unscheduled,
94121,40217_20160520,05/20/2016 12:00:00 AM,Reinspection/Followup,
94133,85714_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94127,63258_20160607,06/07/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94111,61856_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,2110_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,81978_20150512,05/12/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94134,78756_20160519,05/19/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94103,13814_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94134,4804_20161206,12/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94123,2724_20160929,09/29/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94133,84743_20160808,08/08/2016 12:00:00 AM,Routine - Unscheduled,
94110,86471_20160929,09/29/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94114,1434_20161205,12/05/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94114,5813_20151021,10/21/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94133,1754_20161202,12/02/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94109,3328_20160510,05/10/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,2110_20160906,09/06/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94122,5841_20160506,05/06/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94102,2898_20160413,04/13/2016 12:00:00 AM,Complaint,
94112,4801_20161110,11/10/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94116,67567_20170104,01/04/2017 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94129,77759_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94133,85097_20151009,10/09/2015 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,82803_20160810,08/10/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94127,7744_20160809,08/09/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,9869_20160520,05/20/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94107,5479_20160814,08/14/2016 12:00:00 AM,Routine - Unscheduled,
94112,82105_20160812,08/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94114,1609_20170705,07/05/2017 12:00:00 AM,Routine - Unscheduled,High Risk
94112,5990_20160930,09/30/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94122,24572_20160503,05/03/2016 12:00:00 AM,Reinspection/Followup,
94102,59153_20161020,10/20/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94102,62064_20160411,04/11/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,33700_20141117,11/17/2014 12:00:00 AM,Routine - Unscheduled,Low Risk
94104,3006_20160628,06/28/2016 12:00:00 AM,Routine - Unscheduled,High Risk
94104,140_20160414,04/14/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94114,5813_20150309,03/09/2015 12:00:00 AM,Routine - Unscheduled,
94122,67075_20150727,07/27/2015 12:00:00 AM,Routine - Unscheduled,Low Risk
94109,3031_20160929,09/29/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94114,85919_20160328,03/28/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94111,65580_20160511,05/11/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94110,71761_20160325,03/25/2016 12:00:00 AM,Routine - Scheduled,Low Risk
94105,87624_20160726,07/26/2016 12:00:00 AM,New Construction,
94107,78371_20160814,08/14/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94121,37882_20160322,03/22/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94110,33700_20160412,04/12/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94133,5940_20170925,09/25/2017 12:00:00 AM,Routine - Unscheduled,High Risk
94127,38798_20160518,05/18/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
94134,4804_20161206,12/06/2016 12:00:00 AM,Routine - Unscheduled,Moderate Risk
94132,3253_20160413,04/13/2016 12:00:00 AM,Routine - Unscheduled,Low Risk
,88117_20170928,09/28/2017 12:00:00 AM,Routine - Unscheduled,Low Risk
